City,Month,PM2.5,PM10,NO,NO2,NOx,CO,O3,AQI,AQI_Bucket
Amritsar,December,74.91,178.86,23.65,24.35,45.11,0.01,10.14,144,Moderate
Amritsar,December,72.08,160.38,26.59,27.11,53.7,0.01,9.16,154,Moderate
Amritsar,December,70.27,155.08,25.57,27.48,53.03,0.01,4.93,131,Moderate
Amritsar,December,78.42,186.41,31.71,33.79,59.08,0.05,5.43,184,Moderate
Amritsar,January,92.38,205.42,21.66,21.67,44.01,0.17,9.65,170,Moderate
Amritsar,January,77.42,171.98,38.64,19.65,55.01,0.05,6.05,176,Moderate
Amritsar,January,45.44,100.89,31.86,27.8,59.66,0.01,5.79,131,Moderate
Amritsar,January,27.89,61.97,22.75,25.9,47.27,0.02,8.92,64,Satisfactory
Amritsar,January,37.34,88.8,16.81,21.51,32.36,0.04,9.01,75,Satisfactory
Amritsar,January,45.99,102.22,19.81,25.32,44.54,0.03,8.68,98,Satisfactory
Amritsar,February,41.63,133.64,14.03,18.15,32.18,0.01,16.8,132,Moderate
Amritsar,February,72.66,138.2,16.61,19.13,35.75,0.01,12.12,121,Moderate
Amritsar,February,47.29,84.07,19.34,16.36,33.57,0.01,9.04,119,Moderate
Amritsar,February,21.95,46.79,13.04,15.49,28.53,0.01,26.48,85,Satisfactory
Amritsar,February,36.2,75.43,8.77,15.32,27.56,0.5,27.49,96,Satisfactory
Amritsar,February,35.6,79.37,6.31,13.73,20.04,0.36,23.62,74,Satisfactory
Amritsar,February,37.12,80.11,6.09,9.66,15.73,0.86,25.86,82,Satisfactory
Amritsar,March,57.28,122.07,10.4,10.54,20.93,0.51,21.55,109,Moderate
Amritsar,March,19.43,42.71,10.75,12.18,22.94,0.1,20.07,46,Good
Amritsar,March,23.77,56.26,8.52,16.42,24.89,0.21,17.42,48,Good
Amritsar,March,46.13,113.27,13.2,19.22,32.1,0.43,31.78,111,Moderate
Amritsar,March,74.7,125.2,11.29,13.91,22.8,0.46,30.3,135,Moderate
Amritsar,March,44.85,82.82,7.37,7.4,12.9,0.72,21.07,96,Satisfactory
Amritsar,March,37.6,67.05,56.64,24.41,46.82,0.6,33,77,Satisfactory
Amritsar,March,67.44,106.6,11.1,7.98,19.05,0.86,32.44,99,Satisfactory
Amritsar,March,37.63,63.42,11.26,10.68,21.68,0.67,27.01,85,Satisfactory
Amritsar,March,37.63,77.26,12.21,11.79,23.62,0.8,32.35,60,Satisfactory
Amritsar,March,69.9,115.62,19.65,20.84,39.47,0.72,36.71,114,Moderate
Amritsar,March,49.28,78.65,12.11,12.85,24.78,0.43,27.47,106,Moderate
Amritsar,March,43.24,71.85,11.8,11.91,23.47,0.57,32.28,74,Satisfactory
Amritsar,March,43.63,68.04,11.74,10.72,22.26,0.6,36.99,71,Satisfactory
Amritsar,March,74.37,112.38,10.84,10.48,21.32,0.86,36.2,119,Moderate
Amritsar,March,70.64,116.4,12.84,11.9,24.51,0.62,33.02,136,Moderate
Amritsar,March,71.22,113.04,18.58,24.78,41.14,0.67,24.12,142,Moderate
Amritsar,March,30.74,55.69,11.71,16.47,27.48,0.33,26.54,86,Satisfactory
Amritsar,March,40.85,59.79,12.13,16.42,27.64,0.5,22.98,61,Satisfactory
Amritsar,March,36.84,66.44,11.88,19.48,30.17,0.42,28.92,69,Satisfactory
Amritsar,March,54.1,82.51,10.36,16.2,26.41,0.67,19.14,82,Satisfactory
Amritsar,March,43.03,66.96,10.08,14.85,24.93,0.61,15.38,71,Satisfactory
Amritsar,March,52.6,85.3,10.05,14.9,24.95,0.76,20.49,89,Satisfactory
Amritsar,March,66.24,97.35,12.44,15.14,27.57,0.76,23.32,95,Satisfactory
Amritsar,March,88.86,143.79,24.35,26.09,37.5,0.88,20.32,148,Moderate
Amritsar,March,86.36,127.89,20.67,26.89,37.36,0.72,23.48,230,Poor
Amritsar,March,73.09,113.95,15.57,16.56,26.54,0.74,22.04,139,Moderate
Amritsar,March,60.48,106.94,9.9,10.8,19.4,0.47,24.02,135,Moderate
Amritsar,March,28.25,67.71,11.09,13.03,23.98,0.42,19.17,83,Satisfactory
Amritsar,April,43.8,95.73,39.15,35.03,44.67,0.75,18.12,87,Satisfactory
Amritsar,April,66.98,111.23,23.01,66.24,78.47,0.73,29.25,110,Moderate
Amritsar,April,84.64,139.75,26.32,66.81,88.46,0.83,25.79,167,Moderate
Amritsar,April,92.19,167.42,9.8,22.71,32.14,0.77,26.43,182,Moderate
Amritsar,April,28.98,72.15,9.91,20.28,30.18,0.56,13.72,122,Moderate
Amritsar,April,34.9,94.52,12.05,22.68,34.11,0.32,15.59,90,Satisfactory
Amritsar,April,70.98,129.01,13.6,19.69,33.29,0.98,25.69,122,Moderate
Amritsar,April,53.72,112.19,14.37,17.95,32.32,0.76,28.67,114,Moderate
Amritsar,April,53.68,81.89,16.13,17.4,32.6,0.94,31.66,97,Satisfactory
Amritsar,April,35.58,83.38,15.88,15.89,31.36,0.61,24.17,89,Satisfactory
Amritsar,April,33.04,85.15,15.38,17.82,30.08,0.82,20.66,78,Satisfactory
Amritsar,April,43.46,90.03,17.36,19.46,36.82,1.11,17.91,93,Satisfactory
Amritsar,April,49.03,122.91,15.45,18.11,32.28,0.62,22.24,111,Moderate
Amritsar,April,38.2,105.68,12.61,14,26.07,0.69,26.08,126,Moderate
Amritsar,April,30.8,54.33,12.33,12.97,23.63,0.59,19.07,65,Satisfactory
Amritsar,April,31.83,60.62,14.63,16.91,25.02,0.62,23.27,58,Satisfactory
Amritsar,April,43.3,81.48,17.41,19,36.61,0.93,27.6,87,Satisfactory
Amritsar,April,47.63,96.05,17.24,15.44,31.27,1.21,26.86,101,Moderate
Amritsar,April,64.79,125.99,17.26,15.45,32.71,1.02,28.61,124,Moderate
Amritsar,April,79.94,147.5,17.26,15.45,32.71,0.93,27.8,158,Moderate
Amritsar,April,62.45,130.58,17.26,15.45,32.71,1.52,35.21,129,Moderate
Amritsar,April,35.46,150.77,14.97,17.48,30.51,0.39,28.05,149,Moderate
Amritsar,April,36.93,76.91,14.29,16.89,30.26,1.04,25.33,91,Satisfactory
Amritsar,April,38.07,79.67,15.37,13.76,29.13,0.8,30.27,82,Satisfactory
Amritsar,April,60.35,110.87,15.37,13.76,29.13,0.78,28.28,93,Satisfactory
Amritsar,April,61.59,151.49,15.37,13.76,29.13,0.96,25.11,125,Moderate
Amritsar,April,58.58,131.1,19.03,16.09,35.12,1,23.26,129,Moderate
Amritsar,April,47.27,135.19,22.64,18.39,41.03,0.63,25.34,124,Moderate
Amritsar,May,43.45,95.71,18.09,17.41,35.08,1,31.28,106,Moderate
Amritsar,May,38.35,110.64,14.47,16.64,30.1,0.5,33.26,109,Moderate
Amritsar,May,30.74,80.8,14.47,16.64,31.11,0.89,37.59,97,Satisfactory
Amritsar,May,43.75,100.92,34.72,28.21,57.07,0.87,30.69,97,Satisfactory
Amritsar,May,59.63,118.65,33.67,64.12,48.79,1.03,27.67,147,Moderate
Amritsar,May,65.93,129.11,33.11,38.61,54.08,0.97,29.9,119,Moderate
Amritsar,May,84.41,144.68,24.93,29.71,45.5,0.83,27.53,147,Moderate
Amritsar,May,97.06,176.04,40.72,31.61,60.06,0.96,33.36,198,Moderate
Amritsar,May,93.87,135.68,13.96,15.08,25.84,1.07,19.58,244,Poor
Amritsar,May,37.95,76.21,22.15,18.64,35.84,0.79,20.99,116,Moderate
Amritsar,May,90.72,142.79,10.98,12.11,21.62,1.03,19.67,174,Moderate
Amritsar,May,36.44,63.95,12.05,10.57,22.38,0.82,25.14,99,Satisfactory
Amritsar,May,69.3,135.22,12.01,9.09,21.09,0.8,19.53,112,Moderate
Amritsar,May,34.17,70.38,71.16,39.57,81.04,0.66,18.37,101,Moderate
Amritsar,May,38.31,96.81,20.38,14.91,34.47,0.73,12.17,99,Satisfactory
Amritsar,May,31.87,61.91,15.01,9.74,24.64,1.06,19.92,76,Satisfactory
Amritsar,May,49.54,105.25,14.5,9.31,23.29,0.9,26.86,100,Satisfactory
Amritsar,May,37.44,95.69,13.83,10.04,22.93,0.84,26.11,102,Moderate
Amritsar,May,46.62,98.1,33.16,30.3,54.34,0.76,25.32,90,Satisfactory
Amritsar,May,58.24,114.75,61.77,47.67,67.32,1.09,26.95,106,Moderate
Amritsar,May,38.7,93.26,73.32,63.38,95.71,0.76,19.33,108,Moderate
Amritsar,May,26.47,62.35,15.67,11.18,23.35,0.91,20.92,79,Satisfactory
Amritsar,May,22.15,55.39,13.77,8.36,21.59,0.89,25.08,71,Satisfactory
Amritsar,May,34.8,75.58,14.26,8.64,22.57,1,25.44,77,Satisfactory
Amritsar,May,32.11,71.02,18.58,13.58,30.02,0.99,25.75,77,Satisfactory
Amritsar,May,38.02,79.34,34.12,32.18,53.48,0.86,26.91,81,Satisfactory
Amritsar,May,43.03,101.54,28.09,22.68,42.36,1.42,26.36,100,Satisfactory
Amritsar,May,57.3,130.38,45.29,27.38,48.35,0.94,30.14,123,Moderate
Amritsar,May,55.89,132.32,32.08,20.02,42.14,1.19,31.89,122,Moderate
Amritsar,June,58.44,141.53,23.22,13.55,30.28,0.84,31.93,121,Moderate
Amritsar,June,49.65,120.56,17.6,11.27,24.49,1.2,22.67,124,Moderate
Amritsar,June,63.82,181.11,17.18,10.54,23.38,0.39,24.17,135,Moderate
Amritsar,June,38.14,123.69,14.94,7.91,16.64,0.58,31.2,148,Moderate
Amritsar,June,51.45,115.44,16.52,9.43,17.31,0.68,27.17,104,Moderate
Amritsar,June,46.72,88.35,18.38,9.22,21,0.53,40.67,103,Moderate
Amritsar,June,35.52,68.81,16.51,9.41,20.08,0.7,38.58,79,Satisfactory
Amritsar,June,39.76,97.33,14.99,9.65,21.39,0.86,28.88,90,Satisfactory
Amritsar,June,39.17,86.77,16.07,10.66,19.45,1.09,25.17,94,Satisfactory
Amritsar,June,34.67,95.14,17.29,10.5,20.93,0.73,31.75,98,Satisfactory
Amritsar,June,50.27,146.22,53.67,22.83,64.27,0.69,24.11,113,Moderate
Amritsar,June,52.25,116.06,24.07,13.75,30.02,0.62,30.66,122,Moderate
Amritsar,June,40.12,96.78,15.33,11.14,18,0.55,30.7,101,Moderate
Amritsar,June,41.37,96.26,12.73,10.38,13.38,0.61,32.36,98,Satisfactory
Amritsar,June,71.78,157.84,16.8,11.13,22.12,1.17,19.86,126,Moderate
Amritsar,June,44.71,79.43,13.34,10.76,16.12,0.79,26.84,106,Moderate
Amritsar,June,62.47,113.81,16.54,11.16,20.55,0.78,22.76,104,Moderate
Amritsar,June,52.47,124.04,16.64,9.73,16.56,0.56,23.74,91,Satisfactory
Amritsar,June,55.22,177.85,11.61,8.66,16.39,0.76,24.29,153,Moderate
Amritsar,June,31.45,79.17,12.1,8.29,16.71,0.84,19.06,121,Moderate
Amritsar,June,22.63,78.34,21.12,11.89,22.7,1.01,23.74,81,Satisfactory
Amritsar,June,30.66,93.25,31.34,16.42,33.89,0.77,25.78,94,Satisfactory
Amritsar,June,30.83,111.52,14.72,8.14,19.02,0.75,18.98,100,Satisfactory
Amritsar,June,20.91,79.27,13.98,8.09,17.35,0.77,9.78,96,Satisfactory
Amritsar,June,16.57,50.38,13.54,7.71,19.39,0.59,15.03,65,Satisfactory
Amritsar,June,24.92,72.1,13.23,8.78,19.14,0.42,22.65,66,Satisfactory
Amritsar,June,22.93,102.56,18.58,10.12,20.53,0.29,32.73,100,Satisfactory
