City,Month,PM2.5,PM10,NO,NO2,NOx,CO,O3,AQI,AQI_Bucket
Hyderabad,October,53.22,94.89,4.48,24.54,14.37,0.56,21.06,88,Satisfactory
Hyderabad,October,52.62,100.99,4.1,23.13,14.29,0.54,23.86,98,Satisfactory
Hyderabad,October,59.41,104.37,4.49,28.52,15.26,0.67,25.33,98,Satisfactory
Hyderabad,October,48.12,94.64,5.5,27.32,16,0.63,17.79,117,Moderate
Hyderabad,October,24.3,52.38,4.01,20.85,11.59,0.5,18.67,64,Satisfactory
Hyderabad,October,22.92,54.35,3.64,21.67,12.31,0.48,21.13,54,Satisfactory
Hyderabad,October,28.04,51.18,4.17,23.54,13.8,0.62,18.41,63,Satisfactory
Hyderabad,October,22.03,46.72,3.98,21.12,13.29,0.51,20.2,53,Satisfactory
Hyderabad,October,41.03,71.08,8.21,27.1,17.71,0.65,14.93,71,Satisfactory
Hyderabad,October,37.8,70.86,7.97,23.75,16.66,0.57,14.48,78,Satisfactory
Hyderabad,October,22.53,43.48,5.57,19.81,12.99,0.6,12.59,72,Satisfactory
Hyderabad,October,23.54,56.62,9.25,22.14,15.97,0.49,13.74,51,Satisfactory
Hyderabad,October,18.81,42.64,4.68,18.42,9.9,0.44,15.61,52,Satisfactory
Hyderabad,October,40.65,51.1,4.6,21.39,11.8,0.45,17.96,59,Satisfactory
Hyderabad,October,64.09,94.5,5.52,24.01,15.71,0.59,20.95,126,Moderate
Hyderabad,October,42.04,74.5,5.84,25.96,17.77,0.64,19.55,94,Satisfactory
Hyderabad,October,40.41,72.97,7.5,26.24,19.03,0.98,19.73,82,Satisfactory
Hyderabad,October,21.39,51.57,4.76,19.89,13.88,0.86,20.34,76,Satisfactory
Hyderabad,November,22.51,54.11,6.53,20.95,14.98,0.46,19.96,54,Satisfactory
Hyderabad,November,29.98,70,7.92,25.34,18.73,0.61,20.79,66,Satisfactory
Hyderabad,November,37.22,84.04,5,22.49,15.44,0.59,23.74,84,Satisfactory
Hyderabad,November,57.61,115.79,5.3,25.82,17.28,0.64,27.88,96,Satisfactory
Hyderabad,November,84.85,157.6,6.75,36.15,23.28,0.75,28.26,155,Moderate
Hyderabad,November,84,155.75,8.64,35.47,24.61,0.85,27.88,177,Moderate
Hyderabad,November,70.7,125.56,4.46,27.89,17.71,0.65,31.05,155,Moderate
Hyderabad,November,69.8,129.17,8.51,29.95,21.6,0.71,28.77,131,Moderate
Hyderabad,November,81.35,146.94,4.9,29.9,19.58,0.67,32.63,156,Moderate
Hyderabad,November,72.38,133.78,3.52,28.07,17.44,0.57,38.45,169,Moderate
Hyderabad,November,60.06,122.21,5.61,30.62,20.55,0.64,27.21,122,Moderate
Hyderabad,November,56.27,111.69,4.11,27.67,17.74,0.48,32.11,104,Moderate
Hyderabad,November,62.64,120.38,4.36,32.29,20.36,0.55,34.16,123,Moderate
Hyderabad,November,67.77,124.6,4.17,28.91,18.43,0.6,34.65,125,Moderate
Hyderabad,November,69.15,130.32,4.1,34.06,21.15,0.67,30.76,127,Moderate
Hyderabad,November,66.42,134.25,4.52,33.39,20.91,0.67,30.5,141,Moderate
Hyderabad,November,70.79,135.59,3.95,30.37,18.84,0.66,34.73,131,Moderate
Hyderabad,November,76.03,153.76,3.46,35.4,21.34,0.71,41.27,145,Moderate
Hyderabad,November,82.72,159.66,3.29,32.85,19.65,0.68,44.86,165,Moderate
Hyderabad,November,84.11,153.06,3.88,38.32,23.25,0.69,35.3,181,Moderate
Hyderabad,November,78.63,137.03,5.37,38.44,24.57,0.7,30.22,161,Moderate
Hyderabad,November,76.7,143.27,5.09,40.26,25.3,0.76,29.72,161,Moderate
Hyderabad,November,75.82,146.29,7.29,42.14,28.07,0.77,26.43,159,Moderate
Hyderabad,November,80.31,147.9,6.13,38.39,25.13,0.79,30.62,156,Moderate
Hyderabad,November,86.18,152.32,3.74,35.5,20.55,0.72,32.54,163,Moderate
Hyderabad,November,80.88,147.41,3.03,31.01,15.71,0.7,32.79,176,Moderate
Hyderabad,November,71.3,141.73,4.68,38.76,20.13,0.85,28.08,154,Moderate
Hyderabad,November,74.49,141.9,8.62,49.64,30.01,0.88,27.41,146,Moderate
Hyderabad,November,62.42,117.76,7.57,44.76,29.05,0.79,28.58,129,Moderate
Hyderabad,November,63.81,129.5,6,40.93,26.28,0.79,24.91,127,Moderate
Hyderabad,December,61.97,115.41,7.3,32.04,22.23,0.7,23.4,127,Moderate
Hyderabad,December,45.57,78.45,7.03,26.88,19.45,0.61,22.17,92,Satisfactory
Hyderabad,December,47.66,80.56,7.56,36.08,24.79,0.75,20.1,75,Satisfactory
Hyderabad,December,79.37,134.99,7.67,38.31,25.8,0.81,30.71,144,Moderate
Hyderabad,December,82.44,152.49,10.1,47.96,32.55,0.92,27.09,172,Moderate
Hyderabad,December,85.82,164.16,11.81,46.9,32.85,0.86,30.81,178,Moderate
Hyderabad,December,83.29,152.67,10.13,49.14,33.08,0.82,33.25,186,Moderate
Hyderabad,December,67.07,126.99,10.2,42.75,29.65,0.83,27.28,156,Moderate
Hyderabad,December,57.77,111.21,9.93,41.58,28.47,0.89,24.99,119,Moderate
Hyderabad,December,58.14,116.77,12.36,43.91,31.49,0.86,24.18,117,Moderate
Hyderabad,December,64.73,122.45,14.33,45.83,36.44,0.92,26.62,125,Moderate
Hyderabad,December,55.77,109.27,10.17,44.15,30.6,0.78,23.84,125,Moderate
Hyderabad,December,31.86,69.75,8.63,32.41,23.17,0.61,26.76,85,Satisfactory
Hyderabad,December,40.8,83.56,8.88,35.37,24.88,0.67,26.37,78,Satisfactory
Hyderabad,December,43.43,78.64,7.88,31.45,22.09,0.66,27.3,87,Satisfactory
Hyderabad,December,50.84,100.38,8.91,39.89,27.36,0.75,25.47,96,Satisfactory
Hyderabad,December,69.16,129.71,13.06,45.94,33.48,0.84,24.37,120,Moderate
Hyderabad,December,75.72,146.93,16.08,48.4,37.04,0.91,24.3,150,Moderate
Hyderabad,December,75.66,147.41,12.24,45.84,32.73,0.92,25.57,147,Moderate
Hyderabad,December,78.86,152.23,15.73,52.39,38.9,1,25.49,151,Moderate
Hyderabad,December,82.1,156.27,14.3,45.79,33.96,0.84,31.18,172,Moderate
Hyderabad,December,77.15,141.72,9.68,41.34,28.6,0.66,28.57,166,Moderate
Hyderabad,December,74.42,132.56,8.99,41.57,28.3,0.73,30.37,157,Moderate
Hyderabad,December,62.38,109.07,8.67,34.51,24.29,0.63,32.49,130,Moderate
Hyderabad,December,72.06,123.2,8.46,33,23.25,0.74,34.33,131,Moderate
Hyderabad,December,62.79,114.8,9.47,33.93,24.52,0.75,29.67,128,Moderate
Hyderabad,December,56.3,119.06,10.23,36.66,26.15,0.73,26.83,119,Moderate
Hyderabad,December,73.73,141.13,10.37,39.62,28.11,0.72,31.39,130,Moderate
Hyderabad,December,80.23,149.05,11.11,44.53,31.18,0.79,32.58,158,Moderate
Hyderabad,December,72.02,127.34,11.1,36.32,26.86,0.81,36.01,143,Moderate
Hyderabad,December,47.37,82.17,8.73,30.94,22.41,0.68,30.96,107,Moderate
Hyderabad,January,41.19,69.42,8.24,25.88,19.3,0.65,28.71,82,Satisfactory
Hyderabad,January,30.8,56,8.74,27.43,20.49,0.61,22.23,64,Satisfactory
Hyderabad,January,33.09,57.88,8.11,25.24,18.87,0.57,22.63,64,Satisfactory
Hyderabad,January,57.96,106.32,9.94,29.78,22.36,0.7,27.61,87,Satisfactory
Hyderabad,January,64.52,113.98,10.67,34.05,24.59,0.57,29.06,112,Moderate
Hyderabad,January,56.86,101.12,9.19,36.85,25.69,0.75,26.58,125,Moderate
Hyderabad,January,51.1,89.73,8.09,30.38,21.53,0.6,27.64,93,Satisfactory
Hyderabad,January,40.04,74.46,8.75,25.03,19.35,0.45,26.31,82,Satisfactory
Hyderabad,January,46.45,88.34,10.08,29.5,22.57,0.52,20.13,84,Satisfactory
Hyderabad,January,74.35,129.65,8.75,29.58,21.49,0.52,30.67,123,Moderate
Hyderabad,January,74.55,141.86,10.9,41.69,29.49,0.62,29.76,149,Moderate
Hyderabad,January,67.37,137.74,13.05,42.49,30.97,0.57,29.52,140,Moderate
Hyderabad,January,65.69,135.4,12.77,46.15,33.07,0.61,32.27,128,Moderate
Hyderabad,January,72.24,139.44,4.8,40.97,25.37,0.63,41.27,134,Moderate
Hyderabad,January,50.23,86.93,2.88,25.29,15.62,0.42,36.53,119,Moderate
Hyderabad,January,35.28,65.41,2.81,22.05,13.92,0.38,33.42,76,Satisfactory
Hyderabad,January,31.16,63.66,6.4,27.84,19.17,0.44,25.51,66,Satisfactory
Hyderabad,January,35.01,74.36,10.46,29.5,22.59,0.48,25.43,69,Satisfactory
Hyderabad,January,34.14,71.2,11.5,27.74,22,0.43,25.09,74,Satisfactory
Hyderabad,January,39.98,83.38,11.41,30.46,23.89,0.47,25.95,77,Satisfactory
Hyderabad,January,37.27,89.76,10.09,32.37,24.07,0.46,28.47,84,Satisfactory
Hyderabad,January,38.79,85.47,10,31.8,23.56,0.48,27.79,84,Satisfactory
Hyderabad,January,56.38,115.76,11.39,43.87,31.09,0.62,23.8,106,Moderate
Hyderabad,January,63.09,128.53,16.57,49.49,37.99,0.66,21.9,125,Moderate
Hyderabad,January,67.01,141.41,16.44,47.05,36.22,0.7,24.01,133,Moderate
Hyderabad,January,62.52,138.48,16.82,43,34.1,0.63,26.27,131,Moderate
Hyderabad,January,57.99,119.51,14.41,38.53,30.46,0.56,29.09,128,Moderate
Hyderabad,January,51.37,105.71,11.61,29.77,23.94,0.45,36.31,107,Moderate
Hyderabad,January,58.15,132.5,12.15,38.77,28.53,0.56,27.33,128,Moderate
Hyderabad,January,68.2,149.58,15.2,36.66,29.56,0.57,32.23,126,Moderate
Hyderabad,February,38.88,83.63,13.41,40.69,30.19,0.4,23.6,99,Satisfactory
Hyderabad,February,36.94,79.23,11.29,30.21,24.72,0.42,19.82,76,Satisfactory
Hyderabad,February,27.77,68.94,11.47,31.23,24.15,0.42,22.31,71,Satisfactory
Hyderabad,February,32.73,79.91,12.03,34.88,26.52,0.44,20.87,70,Satisfactory
Hyderabad,February,30.56,83.58,11.42,41.17,29.82,0.4,22.55,80,Satisfactory
Hyderabad,February,32.21,85.67,10.06,28.37,21.89,0.39,28.54,80,Satisfactory
Hyderabad,February,38.5,82.42,13.62,28.55,24.59,0.45,22.27,79,Satisfactory
Hyderabad,February,42.7,80,11.16,29.93,23.38,0.49,30.41,75,Satisfactory
Hyderabad,February,56.38,105.86,11.99,36.64,27.32,0.6,27.5,94,Satisfactory
Hyderabad,February,61.85,130.5,14.13,43.3,32.56,0.6,28.73,122,Moderate
Hyderabad,February,74.29,149.4,27.33,60.15,52.12,0.85,25.32,146,Moderate
Hyderabad,February,66.96,142.86,28.85,57.58,51.8,0.8,27.56,154,Moderate
Hyderabad,February,65.61,134.24,17.31,43.19,34.66,0.56,34.95,140,Moderate
Hyderabad,February,59.75,138.05,18.42,44.99,35.83,0.63,29.88,126,Moderate
Hyderabad,February,45.93,120.32,13,47.25,33.53,0.57,29.11,116,Moderate
Hyderabad,February,49.6,116.05,12.41,44.57,32.04,0.58,32.27,112,Moderate
Hyderabad,February,45.57,94.57,10.85,27.45,21.75,0.41,31.14,97,Satisfactory
Hyderabad,February,35.27,76.37,10,22.96,18.73,0.35,32.66,86,Satisfactory
Hyderabad,February,28.81,77.15,10.68,27.78,21.61,0.37,28.48,72,Satisfactory
Hyderabad,February,25.6,64.14,9.89,24.85,19.69,0.39,29.68,68,Satisfactory
Hyderabad,February,32.51,77.92,9.62,27.31,20.91,0.46,32.78,70,Satisfactory
Hyderabad,February,42.14,107.78,10.13,28.15,21.56,0.46,31.4,86,Satisfactory
Hyderabad,February,55.84,134.28,12.79,34.26,26.33,0.51,34.42,112,Moderate
Hyderabad,February,40.35,103.27,4.75,29.75,19.28,0.43,35.27,97,Satisfactory
Hyderabad,February,42.44,94.49,3.45,25.56,16.14,0.51,33.3,91,Satisfactory
Hyderabad,March,43.21,93.93,4.18,27.41,17.73,0.58,33.69,92,Satisfactory
Hyderabad,March,48.6,98.66,4.74,31.95,20.68,0.59,29.23,95,Satisfactory
Hyderabad,March,49.59,101.91,3.4,27.73,17.39,0.52,29.24,97,Satisfactory
Hyderabad,March,46.51,109.13,10.5,29.56,22.73,0.52,26.06,106,Moderate
Hyderabad,March,57.23,135.4,11.81,37.61,27.67,0.64,29.33,113,Moderate
Hyderabad,March,33.87,85.6,9.46,23.4,18.67,0.44,21.86,100,Satisfactory
Hyderabad,March,38.58,92.91,11,25.4,21.69,0.46,23.93,85,Satisfactory
Hyderabad,March,33.94,68.49,9.05,22.05,17.67,0.46,23.97,77,Satisfactory
Hyderabad,March,32.84,75.09,10.27,22.79,18.72,0.5,18.94,70,Satisfactory
Hyderabad,March,25.67,60.08,9.91,21.21,17.74,0.44,21.56,65,Satisfactory
Hyderabad,March,29.93,75.82,9.77,26.85,20.78,0.48,21.78,62,Satisfactory
Hyderabad,March,31.53,86.96,10.01,30.61,22.99,0.58,21.14,78,Satisfactory
Hyderabad,March,27.51,78.19,9.16,25.71,19.82,0.46,20.64,79,Satisfactory
Hyderabad,March,33.45,83.27,10.07,28.19,21.84,0.53,20.47,75,Satisfactory
Hyderabad,March,32.03,81.84,10.48,27.55,21.68,0.49,22.61,82,Satisfactory
Hyderabad,March,27.86,68.18,10.8,28.5,22.5,0.53,19.88,71,Satisfactory
Hyderabad,March,25.08,69.94,10.63,29.65,22.98,0.47,20.94,67,Satisfactory
Hyderabad,March,26.32,68.45,11.32,31.53,24.45,0.51,20.74,67,Satisfactory
Hyderabad,March,43.39,97.86,9.2,33.52,24.66,0.68,24.86,87,Satisfactory
Hyderabad,March,33.71,72.83,7.05,25.04,18.77,0.52,29.44,79,Satisfactory
Hyderabad,March,39.85,103.66,8.88,24.68,19.21,0.57,28.78,84,Satisfactory
Hyderabad,March,38,85.6,9.58,20.45,16.82,0.49,26.93,102,Moderate
Hyderabad,March,37.97,72.32,8,14.21,12.92,0.46,28.82,73,Satisfactory
Hyderabad,March,28.75,59.24,7.76,12.33,11.79,0.4,28.26,66,Satisfactory
Hyderabad,March,28.47,59.28,7.76,12.7,11.53,0.4,28.67,60,Satisfactory
Hyderabad,March,29,60.99,7.92,12.23,11.39,0.37,29.13,59,Satisfactory
Hyderabad,March,34.09,67.6,7.7,12.16,11.2,0.36,33.42,65,Satisfactory
Hyderabad,March,36.17,67.08,3.67,11.67,8.47,0.39,36.97,70,Satisfactory
Hyderabad,March,42.07,75.41,2.85,19.37,11.3,0.47,36.94,75,Satisfactory
Hyderabad,March,34.79,65.96,3.05,19.35,12.19,0.41,36.78,72,Satisfactory
Hyderabad,March,42.42,72.92,5.47,19.9,14.38,0.49,37.4,68,Satisfactory
Hyderabad,April,47.96,83.65,3.72,19.98,13.07,0.65,35.46,87,Satisfactory
Hyderabad,April,48.05,80.7,3.48,19.75,12.85,0.55,33.65,88,Satisfactory
Hyderabad,April,38.13,69.42,3.8,18.95,12.23,0.51,31.37,73,Satisfactory
Hyderabad,April,37.34,72.16,3.78,21.26,13.49,0.5,26.57,67,Satisfactory
Hyderabad,April,30.18,57.17,5.19,16.71,12.2,0.44,27.81,66,Satisfactory
Hyderabad,April,27.87,64.99,6.26,18.52,13.41,0.66,25.48,64,Satisfactory
Hyderabad,April,19.76,39.6,20.04,22.67,23.9,0.8,34.09,77,Satisfactory
Hyderabad,April,19.94,43.45,16.92,20.46,21.26,0.41,36.03,56,Satisfactory
Hyderabad,April,29.36,61.5,23.69,25.74,26.47,0.51,29.65,59,Satisfactory
Hyderabad,April,18.95,36.93,9.39,31.96,22.02,0.52,28.05,62,Satisfactory
Hyderabad,April,23.99,43.01,10.56,27.24,21.24,0.38,23.3,55,Satisfactory
Hyderabad,April,33.4,59.02,5.55,21.68,15.09,0.4,24.1,61,Satisfactory
Hyderabad,April,35.21,66.35,6.95,18.03,14.06,0.41,29.34,68,Satisfactory
Hyderabad,April,38.07,78.8,5.4,19.72,13.94,0.38,33.8,74,Satisfactory
Hyderabad,April,33.99,68.75,5.55,18.3,13.43,0.41,34.56,74,Satisfactory
Hyderabad,April,37.13,68.87,5.58,18.82,13.75,0.49,33.93,70,Satisfactory
Hyderabad,April,38.44,75.93,6.43,21.35,15.53,0.51,29.02,74,Satisfactory
Hyderabad,April,35.67,63.08,6.99,25.01,17.34,0.5,24.66,75,Satisfactory
Hyderabad,April,30.21,61.21,7.75,24.42,17.97,0.38,24.31,67,Satisfactory
Hyderabad,April,26.47,57.08,7.86,25.39,18.67,0.38,21.8,58,Satisfactory
Hyderabad,April,22.83,42.44,8.29,29.99,21.48,0.5,20.2,54,Satisfactory
Hyderabad,April,25.12,46.3,7.57,26.18,18.57,0.39,23.58,50,Good
Hyderabad,April,27.57,62.7,7.51,24.7,17.87,0.45,23.42,53,Satisfactory
Hyderabad,April,28.99,54.72,6.92,22.09,16.45,0.44,23.95,63,Satisfactory
Hyderabad,April,31.76,72.38,6.91,24.4,17.63,0.46,24.59,62,Satisfactory
Hyderabad,April,29.9,59.77,6.85,20.64,15.56,0.42,25.52,71,Satisfactory
Hyderabad,April,23.51,56.45,6.72,21.98,16.13,0.44,26.87,56,Satisfactory
Hyderabad,April,23.36,53.68,7.68,19.73,15.18,0.39,23.68,56,Satisfactory
Hyderabad,April,16.03,37.73,7.11,22.21,16.46,0.41,29.77,51,Satisfactory
Hyderabad,April,21.12,54.39,5.11,24.27,16.33,0.6,32.53,59,Satisfactory
Hyderabad,May,22.69,53.46,5.72,22.43,15.54,0.64,27.21,67,Satisfactory
Hyderabad,May,24.62,51.4,8.06,25.22,18.8,0.54,30.87,54,Satisfactory
Hyderabad,May,33.03,80.72,6.32,26.32,18.2,0.49,30.42,70,Satisfactory
Hyderabad,May,28.18,69.69,4.34,22.57,14.89,0.48,32.53,77,Satisfactory
Hyderabad,May,31.36,75.39,6.48,24.86,17.35,0.45,32.74,71,Satisfactory
Hyderabad,May,25.18,59.71,5.47,21.51,15.19,0.52,31.28,73,Satisfactory
Hyderabad,May,26.84,58.71,5.48,21.67,15.26,0.41,26.6,59,Satisfactory
Hyderabad,May,27.46,66.53,5.31,22.97,15.87,0.45,29.18,65,Satisfactory
Hyderabad,May,29.56,61.16,5.26,21.1,14.83,0.37,31.69,69,Satisfactory
Hyderabad,May,28.15,47.77,6.13,26.08,18.09,0.43,26.82,65,Satisfactory
Hyderabad,May,38.65,82.55,7.1,30.29,20.61,0.53,27.77,83,Satisfactory
Hyderabad,May,32.09,62.6,6.66,27.82,19.37,0.47,24.41,74,Satisfactory
Hyderabad,May,24.1,54.77,6.12,24.07,16.92,0.38,25.87,64,Satisfactory
Hyderabad,May,25.06,53.65,5.74,21.85,15.62,0.35,25.8,60,Satisfactory
Hyderabad,May,24.12,56.89,6.46,23.33,16.59,0.34,27.84,60,Satisfactory
Hyderabad,May,27.65,61.38,6.83,26.37,17.99,0.46,30.88,67,Satisfactory
Hyderabad,May,32.47,72.72,6.68,28.5,19.68,0.49,31.95,70,Satisfactory
Hyderabad,May,31.05,71.9,4.88,27.66,17.21,0.43,35.11,72,Satisfactory
Hyderabad,May,42.41,122.45,5.65,30.17,19.56,0.52,33.8,93,Satisfactory
Hyderabad,May,36.62,134.25,5.97,31.45,20.28,0.44,29.47,106,Moderate
Hyderabad,May,31.59,118.03,7.65,33.69,22.31,0.43,32.1,109,Moderate
Hyderabad,May,39.91,137.19,7.64,38.9,25.41,0.68,28.72,114,Moderate
Hyderabad,May,44.09,147.59,6.29,35.83,22.82,0.62,35.2,122,Moderate
Hyderabad,May,41.03,124.09,5.05,26.38,17.02,0.52,43.37,116,Moderate
Hyderabad,May,33.07,97.27,5.23,22.72,15.57,0.44,38.23,102,Moderate
Hyderabad,May,32.51,85.85,5.32,23.19,15.44,0.45,37.5,89,Satisfactory
Hyderabad,May,28.66,90.2,4.95,24.26,15.94,0.44,40.38,87,Satisfactory
Hyderabad,May,26.7,96.67,5.11,26.37,17.03,0.41,32.09,86,Satisfactory
Hyderabad,May,21.07,79.56,4.82,24.05,15.88,0.34,30.78,84,Satisfactory
Hyderabad,May,18.56,60.6,4.6,23.9,15.62,0.33,32.56,65,Satisfactory
Hyderabad,May,25.17,60.07,8.9,27.75,19.32,0.43,25.41,67,Satisfactory
Hyderabad,June,30,54.63,8.17,30.48,21.23,0.42,30.2,55,Satisfactory
Hyderabad,June,16.47,31.29,7.23,23.75,16.75,0.33,29.86,79,Satisfactory
Hyderabad,June,11.74,24.32,4.76,20.72,14,0.34,18.84,38,Good
Hyderabad,June,13.93,28.72,5.38,18.89,13.16,0.3,21.39,33,Good
Hyderabad,June,19.57,52.74,4.86,22.78,15.07,0.3,20.05,38,Good
Hyderabad,June,23.02,74.58,5.54,20.88,14.47,0.29,17.59,58,Satisfactory
Hyderabad,June,19.49,59.86,7.56,18,13.89,0.3,17.98,64,Satisfactory
Hyderabad,June,20.2,68.79,7.27,19.5,14.29,0.32,16.57,54,Satisfactory
Hyderabad,June,17.96,56.02,6.01,19.43,13.92,0.31,20.04,57,Satisfactory
Hyderabad,June,20.26,42.43,7.09,21.57,16.09,0.28,17.59,48,Good
Hyderabad,June,19.96,45.14,7.54,23.97,17.06,0.27,13.48,42,Good
Hyderabad,June,17.19,35.96,5.99,21.01,15.04,0.28,15.47,42,Good
Hyderabad,June,9.87,23.48,5.26,19.35,13.7,0.29,16.2,38,Good
Hyderabad,June,9.8,22.79,5.45,19.97,14.15,0.26,17.74,32,Good
Hyderabad,June,13.53,31.78,5.84,19.95,14.57,0.31,15.24,33,Good
Hyderabad,June,10.31,20.76,5.49,17.7,12.66,0.31,13.05,31,Good
Hyderabad,June,10.31,20.97,5.89,18.86,13.65,0.28,14.37,29,Good
Hyderabad,June,14.04,33.09,5.66,18.92,13.77,0.26,13.99,30,Good
Hyderabad,June,20.19,55.14,7.31,20.73,15.44,0.27,12.04,37,Good
Hyderabad,June,22.5,63.77,5.78,19.96,14.55,0.26,13.86,52,Satisfactory
Hyderabad,June,24,72.01,6.08,21.8,15.65,0.25,14.47,56,Satisfactory
Hyderabad,June,22.91,68.3,5.72,21.71,15.23,0.26,15.94,60,Satisfactory
Hyderabad,June,22.36,56.6,6.71,22.45,16.53,0.32,16.49,51,Satisfactory
Hyderabad,June,21.25,45.4,7.2,24.72,17.75,0.36,20.81,51,Satisfactory
Hyderabad,June,22.41,46.29,7.13,25.42,17.73,0.35,23.48,52,Satisfactory
Hyderabad,June,27.05,54.96,5.71,21.78,14.59,0.34,24.41,52,Satisfactory
Hyderabad,June,23.29,44.2,6.38,22.64,15.39,0.36,24.22,58,Satisfactory
Hyderabad,June,15.8,32.18,5.79,22.73,14.89,0.36,22.25,49,Good
Hyderabad,June,20.24,44.74,3.96,27.59,17.09,0.38,19.98,47,Good
Hyderabad,June,19.38,41.95,2.63,24.58,14.59,0.39,17.4,46,Good
Hyderabad,July,26.83,66.5,2.94,27.18,16.13,0.43,13.2,48,Good
Jaipur,June,47.62,79.52,,0.01,,0.73,9.38,86,Satisfactory
Jaipur,June,61.34,100.61,,0.07,,1.01,13.56,90,Satisfactory
Jaipur,June,36.51,65.54,,,,0.82,4.17,85,Satisfactory
Jaipur,June,19.66,23.81,4.32,6.36,,0.86,1.34,59,Satisfactory
Jaipur,July,25.14,26.17,4.69,6.02,,0.89,1.35,55,Satisfactory
Jaipur,July,28.74,33.12,4.67,5.99,,1.02,1.2,80,Satisfactory
Jaipur,July,44.47,,1.36,10.29,,0.68,1.83,75,Satisfactory
Jaipur,July,81.08,120.51,0.44,11.14,,1.8,2.18,108,Moderate
Jaipur,July,41.86,0.42,,,,1.46,1.54,134,Moderate
Jaipur,July,30.59,41.65,6.77,11.36,,0.72,1.23,53,Satisfactory
Jaipur,July,44.54,83.5,13.17,21.27,,0.79,1.93,81,Satisfactory
Jaipur,July,33.98,84.18,13.91,20.67,,0.7,1.2,75,Satisfactory
Jaipur,July,30.57,89.06,13.15,15.02,,0.42,1.11,82,Satisfactory
Jaipur,July,28.19,73.55,10.58,20.46,,0.41,27.07,86,Satisfactory
Jaipur,August,63.95,175.36,7.92,24.65,,0.69,24.42,115,Moderate
Jaipur,August,39.21,122.7,2.55,30.34,,0.8,23.83,116,Moderate
Jaipur,August,43.4,123.6,2.68,30.61,,0.57,24.37,112,Moderate
Jaipur,August,25.35,73.02,4.4,26.68,,0.64,36.12,115,Moderate
Jaipur,September,16.29,76.67,4.36,26.42,,0.13,18.08,79,Satisfactory
Jaipur,September,21.38,105.84,4.73,27.74,,0.18,22.85,92,Satisfactory
Jaipur,September,20.83,107.61,4.51,27.81,,0.19,22.04,105,Moderate
Jaipur,September,26.72,119.22,4.96,28.13,,0.23,19.97,110,Moderate
Jaipur,September,31.5,134.85,4.93,29.7,,0.26,17.19,118,Moderate
Jaipur,September,32.23,129.25,5.1,29.45,,0.32,37.53,102,Moderate
Jaipur,September,38.06,159.03,4.67,29.1,,0.2,37.34,142,Moderate
Jaipur,September,30.51,138.75,6.44,32.22,,0.94,23.59,146,Moderate
Jaipur,September,37.34,147.92,7.94,41.96,,0.86,28.72,164,Moderate
Jaipur,October,105.56,203.48,18.42,22.34,40.95,0.8,24.99,275,Poor
Jaipur,October,104.08,177.3,31.78,25.56,66.35,0.83,29.4,238,Poor
Jaipur,October,79.51,183.07,29.19,15.79,90.36,0.91,30.87,225,Poor
Jaipur,October,87.06,199.42,24.83,49.67,72.9,0.68,51.28,249,Poor
Jaipur,October,98.97,209.76,8.81,35.33,37.33,0.6,66.34,250,Poor
Jaipur,October,75.56,185.42,7.61,29.65,31.03,0.62,74.41,213,Poor
Jaipur,October,133.05,242.1,17.01,22.99,34.68,0.78,37.96,213,Poor
Jaipur,October,126.59,220.78,18.92,26.3,39.87,0.65,49.77,276,Poor
Jaipur,October,71.63,164.83,15.55,30.26,46.75,0.52,31.04,240,Poor
Jaipur,October,64.19,157.92,8.88,32.33,25.84,0.61,31.08,197,Moderate
Jaipur,October,73.93,169.87,12.75,29.67,36.92,0.6,44.67,142,Moderate
Jaipur,October,121.26,241.74,31.07,36.99,60.91,1.02,60.92,246,Poor
Jaipur,October,96.68,191.48,30.54,25.3,47.29,1.25,74.38,226,Poor
Jaipur,October,88.72,179.77,32.02,33.57,66.65,0.94,42.78,226,Poor
Jaipur,October,70.41,149.33,16.66,27.97,45.42,0.85,85.91,180,Moderate
Jaipur,October,110.96,199.97,37.92,52.65,48.24,0.98,81.74,233,Poor
Jaipur,November,75.66,149.72,56.51,65.02,112.11,0.73,44.14,210,Poor
Jaipur,November,77.68,179.69,15.68,55.5,66.96,0.64,67.79,171,Moderate
Jaipur,November,104.86,179,32.94,32.01,41.78,0.65,100.07,252,Poor
Jaipur,November,102.63,184.37,51.23,64.42,90.88,0.89,89.91,244,Poor
Jaipur,November,122.13,235.07,53.88,84.94,92.25,1.19,58.88,275,Poor
Jaipur,November,97.73,206.93,45.38,62.27,80.23,1.35,59.78,251,Poor
Jaipur,November,95.4,202.82,56.12,64.47,107.75,1.34,57.94,208,Poor
Jaipur,November,124.91,245.62,32.53,81.3,93.27,1,83,257,Poor
Jaipur,November,119.13,245.38,26.3,72.86,85.19,0.98,98.66,275,Poor
Jaipur,November,173.72,221.93,37.51,64.07,94.28,1.15,83.03,270,Poor
Jaipur,November,137.56,224.06,39.3,61.48,95.44,1.31,63.32,333,Very Poor
Jaipur,November,84.21,152.03,8.64,22.51,28.69,0.68,100.59,193,Moderate
Jaipur,November,90.76,159.11,3.33,25.04,23.64,0.54,89.14,199,Moderate
Jaipur,November,102.37,176.02,2.44,22.1,21.08,0.48,81.71,221,Poor
Jaipur,November,152.82,189.76,2.46,25.8,25.35,0.64,62.68,276,Poor
